"Antwort ID.. ","Datum Abgeschic.. ","Letzte Seite.. ","Start-Sprache.. ","Datum gestartet.. ","Datum letzte Ak.. ","Halten Sie die .. [SQ001]","Halten Sie die .. [SQ002]","Halten Sie die .. [SQ003]","Halten Sie die .. [SQ004]","Halten Sie die .. [SQ005]","Fehlt Ihrer Mei.. ","Welche Software.. [SQ001]","Welche Software.. [SQ002]","Welche Software.. [SQ003]","Welche Software.. [SQ004]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Welche Software.. [SQ001]","Welche Software.. [SQ002]","Welche Software.. [SQ003]","Welche Software.. [SQ004]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Welche Funktion.. ","Welche Funktion.. ","Welche fehlende.. ","Wo recherchiere.. [SQ001]","Wo recherchiere.. [SQ002]","Wo recherchiere.. [SQ003]","Wo recherchiere.. [SQ004]","Wo recherchiere.. [other]","Welche Software.. [SQ001]","Welche Software.. [SQ002]","Welche Software.. [SQ003]","Welche Software.. [SQ004]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Welche Funktion.. ","Welche Funktion.. ","Welche fehlende.. ","Welche Software.. [SQ001]","Welche Software.. [SQ002]","Welche Software.. [SQ003]","Welche Software.. [SQ004]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Welche Funktion.. ","Welche Funktion.. ","Welche fehlende.. ","Welche Software.. [SQ001]","Welche Software.. [SQ002]","Welche Software.. [SQ003]","Welche Software.. [SQ004]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Welche Funktion.. ","Welche Funktion.. ","Welche fehlende.. ","In welcher Form.. [SQ001]","In welcher Form.. [SQ002]","In welcher Form.. [SQ003]","In welcher Form.. [SQ004]","Wie publizieren.. [SQ001]","Wie publizieren.. [SQ002]","Wie publizieren.. [other]","Über welche Ka.. [SQ003]","Über welche Ka.. [SQ004]","Über welche Ka.. [SQ005]","Über welche Ka.. [SQ006]","Über welche Ka.. [other]","Welche Software.. [SQ001]","Welche Software.. [SQ002]","Welche Software.. [SQ003]","Welche Software.. [SQ004]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Welche Funktion.. ","Welche Funktion.. ","Welche fehlende.. ","Mit wem besprec.. [1]","Mit wem besprec.. [2]","Mit wem besprec.. [3]","Mit wem besprec.. [4]","Mit wem besprec.. [5]","Mit wem besprec.. [6]","Mit wem besprec.. [other]","Wie stellen Sie.. [SQ001]","Wie stellen Sie.. [SQ002]","Wie stellen Sie.. [SQ003]","Wie stellen Sie.. [SQ004]","Wie stellen Sie.. [other]","Welche Form der.. [SQ001]","Welche Form der.. [SQ002]","Welche Form der.. [SQ003]","Welche Form der.. [SQ004]","Welche Form der.. [SQ005]","Welche Form der.. [other]","Wo legen Sie (Z.. [1]","Wo legen Sie (Z.. [2]","Wo legen Sie (Z.. [3]","Wo legen Sie (Z.. [4]","Wo legen Sie (Z.. [5]","Wo legen Sie (Z.. [6]","Wo legen Sie (Z.. [other]","Welche Geräte .. [SQ001]","Welche Geräte .. [SQ001]","Welche Geräte .. [SQ002]","Welche Geräte .. [SQ002]","Welche Geräte .. [SQ003]","Welche Geräte .. [SQ003]","Welche Geräte .. [SQ004]","Welche Geräte .. [SQ004]","Welche Geräte .. [SQ005]","Welche Geräte .. [SQ005]","In welcher Disz.. [SQ001]","In welcher Disz.. [SQ002]","In welcher Disz.. [SQ003]","In welcher Disz.. [SQ004]","In welcher Disz.. [SQ005]","In welcher Disz.. [SQ006]","In welcher Disz.. [SQ007]","In welcher Disz.. [SQ008]","In welcher Disz.. [SQ009]","In welcher Disz.. [SQ010]","In welcher Disz.. [SQ011]","In welcher Disz.. [SQ012]","In welcher Disz.. [SQ013]","In welcher Disz.. [SQ014]","In welcher Disz.. [SQ015]","In welcher Disz.. [other]","Wie lange sind .. ","Ich bin derzeit.. [SQ001]","Ich bin derzeit.. [SQ002]","Ich bin derzeit.. [SQ003]","Ich bin derzeit.. [SQ004]","Ich bin derzeit.. [SQ005]","Ich bin derzeit.. [SQ007]","Ich bin derzeit.. [other]","Wo arbeiten Sie.. [SQ001]","Wo arbeiten Sie.. [SQ002]","Wo arbeiten Sie.. [SQ003]","Wo arbeiten Sie.. [SQ004]","Wo arbeiten Sie.. [SQ005]","Wo arbeiten Sie.. [SQ006]","Wo arbeiten Sie.. [SQ007]","Wo arbeiten Sie.. [other]","Wie sind Sie au.. ","Gesamtzeit.. ","Gruppenzeit: Fo.. ","Fragenzeit: anf.. ","Fragenzeit: anf.. ","Fragenzeit: Anf.. ","Fragenzeit: anf.. ","Fragenzeit: anf.. ","Fragenzeit: anf.. ","Fragenzeit: anf.. ","Gruppenzeit: Pl.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Gruppenzeit: Re.. ","Fragenzeit: rec.. ","Fragenzeit: rec.. ","Fragenzeit: rec.. ","Fragenzeit: rec.. ","Fragenzeit: rec.. ","Fragenzeit: rec.. ","Fragenzeit: rec.. ","Fragenzeit: rec.. ","Fragenzeit: rec.. ","Gruppenzeit: Ü.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Gruppenzeit: An.. ","Fragenzeit: aai.. ","Fragenzeit: aai.. ","Fragenzeit: aai.. ","Fragenzeit: aai.. ","Fragenzeit: aai.. ","Fragenzeit: aai.. ","Fragenzeit: aai.. ","Fragenzeit: aai.. ","Gruppenzeit: Pu.. ","Fragenzeit: Pub.. ","Fragenzeit: pub.. ","Fragenzeit: Pub.. ","Fragenzeit: Pub.. ","Fragenzeit: Pub.. ","Fragenzeit: Pub.. ","Fragenzeit: Pub.. ","Fragenzeit: Pub.. ","Fragenzeit: pub.. ","Fragenzeit: pub.. ","Fragenzeit: pub.. ","Gruppenzeit: Ph.. ","Fragenzeit: pha.. ","Fragenzeit: pha.. ","Fragenzeit: pha.. ","Fragenzeit: pha.. ","Fragenzeit: pha.. ","Gruppenzeit: Al.. ","Fragenzeit: all.. ","Fragenzeit: all.. ","Fragenzeit: all.. ","Fragenzeit: all.. ","Fragenzeit: all.. "
"68","2015-07-27 09:05:05","8","de","2015-07-27 08:48:04","2015-07-27 09:05:05","Ja","Ja","Ja","Ja","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Word","","","","eher positiv","eher negativ","positiv","positiv","positiv","weiß nicht / trifft nicht zu","","","","","","","","","","","","","","","","","","","Kommt dem Papier sehr nahe. Für den ersten geistigen Prozess gar nicht schlecht.","","","Ja","Ja","Ja","Nein","","Citavi","","","","eher positiv","positiv","positiv","eher negativ","eher positiv","positiv","","","","","","","","","","","","","","","","","","","","","Bessere zusammenführbarkeit der einzelnen textversatzstücke zu einem Fließtext bzw zu finalem dokument","Word","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Die Erstellung von visualisierungen","","Wünsch nach einem all in one Tool. Free und open","Würde ich gern noch mehr publizieren","Publiziere ich vorwiegend","","","Nein","Ja","","Ja","Nein","Nein","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nein","Ja","Nein","Ja","Ja","Nein","","Ja","Nein","Nein","Ja","","Nein","Nein","Ja","Ja","Nein","","Nein","Nein","Ja","Nein","Nein","Nein","","Laptop","Tablet","Laptop","Tablet","Laptop","","Laptop","","Laptop","","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","Zwischen 5 und 10 Jahre","Nein","Ja","Nein","Nein","Nein","Nein","","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","Romanistentag","1020.02","77.65","","","","","","","","233.11","","","","","","","","","181.05","","","","","","","","","","35.93","","","","","","","","","211.74","","","","","","","","","86.99","","","","","","","","","","","","155.04","","","","","","38.51","","","","",""
"69","2015-07-27 09:06:44","8","de","2015-07-27 09:06:44","2015-07-27 09:06:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","12.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"70","2015-07-27 09:25:00","8","de","2015-07-27 09:11:20","2015-07-27 09:25:00","Ja","Ja","Ja","Ja","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Word","","","","eher positiv","positiv","positiv","positiv","positiv","eher positiv","","","","","","","","","","","","","","","","","","","Zitieren, Fußnoten sind automatisiert","","","Ja","Ja","Ja","Nein","","Citavi","","","","eher positiv","eher positiv","eher negativ","eher positiv","eher negativ","eher positiv","","","","","","","","","","","","","","","","","","","","Die zitierstile sind nicht ausgereift","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Würde ich gern noch mehr publizieren","Würde ich gern noch mehr publizieren","","","Nein","Ja","","Ja","Nein","Ja","Nein","","Word","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nein","Ja","Nein","Ja","Nein","Nein","","Nein","Nein","Nein","Ja","","Nein","Nein","Nein","Ja","Nein","","Ja","Ja","Nein","Nein","Ja","Nein","","Laptop","Tablet","Laptop","Tablet","Laptop","","Laptop","","Laptop","","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","Unter 5 Jahre","Nein","Nein","Nein","Ja","Nein","Nein","","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Romanistentag","819.82","82.35","","","","","","","","174.88","","","","","","","","","133.26","","","","","","","","","","25.01","","","","","","","","","42.44","","","","","","","","","121.49","","","","","","","","","","","","186.71","","","","","","53.68","","","","",""
"71","2015-07-27 09:44:20","8","de","2015-07-27 09:27:18","2015-07-27 09:44:20","Ja","Ja","Ja","Ja","Ja","Lektorieren","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ja","Ja","Ja","Nein","","Endnote","Zotero","","","eher positiv","eher positiv","eher positiv","eher positiv","positiv","","eher positiv","eher positiv","eher positiv","eher positiv","positiv","","","","","","","","","","","","","","Praktisch ist, dass man die zitierweise exportieren, es ist einfach ein literaturverzeichnis zu erstellen.","","Die zitierweisen zusätzlich für zB. Bilder verfügbar machen","Word","","","","eher positiv","eher positiv","eher positiv","eher positiv","eher negativ","eher positiv","","","","","","","","","","","","","","","","","","","","(Word) Probleme beim Export in PDFs, Text wird verzerrt; außerdem Kompatibilitätsprobleme plattformübergreifend","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Würde ich gern noch mehr publizieren","Publiziere ich vorwiegend","","","Nein","Ja","","Nein","Nein","Nein","Nein","Digitale Plattform der universität","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nein","Ja","Nein","Nein","Nein","Nein","","Ja","Nein","Nein","Nein","","Ja","Nein","Ja","Nein","Nein","","Ja","Ja","Nein","Nein","Nein","Nein","","Laptop","","Laptop","","Laptop","","Laptop","","Laptop","","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","Zwischen 10 und 20 Jahre","Nein","Nein","Ja","Nein","Nein","Nein","","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","Romanistentag","1021.09","132.89","","","","","","","","45.69","","","","","","","","","267.45","","","","","","","","","","160.17","","","","","","","","","23.34","","","","","","","","","112.86","","","","","","","","","","","","230.1","","","","","","48.59","","","","",""
"72","2015-07-27 10:32:13","8","de","2015-07-27 10:20:56","2015-07-27 10:32:13","Ja","Ja","Ja","Ja","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Word (von Apple)","","","","eher positiv","negativ","weiß nicht / trifft nicht zu","positiv","eher positiv","eher positiv","","","","","","","","","","","","","","","","","","","","Rechtschreibprüfung simultan von unterschiedlichen Sprachen innerhalb eines Textes nicht gegeben","","Ja","Ja","Ja","Nein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Publiziere ich vorwiegend","Publiziere ich vorwiegend","","","Nein","Ja","","Nein","Ja","Nein","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nein","Ja","Nein","Ja","Nein","Nein","","Ja","Nein","Nein","Nein","","Ja","Nein","Nein","Nein","Nein","","Nein","Ja","Nein","Nein","Nein","Nein","","Laptop","","Laptop","","Laptop","","Laptop","","Laptop","","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","Zwischen 10 und 20 Jahre","Nein","Ja","Nein","Nein","Nein","Nein","","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","Romanistentag","674.78","97.44","","","","","","","","215.21","","","","","","","","","45.34","","","","","","","","","","17.39","","","","","","","","","60.04","","","","","","","","","66.74","","","","","","","","","","","","112.82","","","","","","59.8","","","","",""
"73","2015-07-27 11:00:02","8","de","2015-07-27 10:37:48","2015-07-27 11:00:02","Ja","Ja","Ja","Ja","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Textverarbeitung ","","","","positiv","eher positiv","positiv","positiv","eher positiv","eher positiv","","","","","","","","","","","","","","","","","","","","Die usability in Bezug auf Tabellen ist ausbaufähig ","","Ja","Ja","Nein","Nein","","Opac","","","","positiv","eher positiv","positiv","positiv","positiv","positiv","","","","","","","","","","","","","","","","","","","Vorschaufunktion, das Inhaltsverzeichnis ist einsehbar; Links zu Google books; Suche speicher, Favoriten im Opas Konto ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Publiziere ich vorwiegend","","","Nein","Ja","","Nein","Nein","Nein","Nein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nein","Ja","Ja","Ja","Nein","Nein","","Nein","Nein","Nein","Ja","","Nein","Nein","Ja","Nein","Nein","","Nein","Ja","Nein","Nein","Nein","Nein","Speichermedien (kopieren)","PC","","PC","Smartphone","PC","Smartphone","PC","","PC","","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","Zwischen 5 und 10 Jahre","Nein","Nein","Nein","Ja","Nein","Nein","","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Schule","Romanistentag","1331.64","144","","","","","","","","183.5","","","","","","","","","281.58","","","","","","","","","","38.42","","","","","","","","","59.8","","","","","","","","","119.73","","","","","","","","","","","","384.18","","","","","","120.43","","","","",""
"74","","","de","2015-07-27 11:16:49","2015-07-27 11:16:49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75","2015-07-27 13:48:09","8","de","2015-07-27 13:37:43","2015-07-27 13:48:09","Ja","Ja","Ja","Ja","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Word","","","","eher positiv","eher negativ","eher negativ","eher positiv","eher negativ","eher negativ","","","","","","","","","","","","","","","","","","","","Kompatibilitätsprobleme plattformübergreifend, formatierungsfehler, zB auch mit Bildern, druckdateien zB pdf limitiert","","Ja","Ja","Ja","Ja","","Endnote","","","","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","","","","","","","","","","","","","","","","","","","","Teilweise zu langsam mit großen Dokumenten","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nein","Nein","","Nein","Nein","Nein","Nein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nein","Nein","Nein","Nein","Nein","Nein","","Nein","Nein","Nein","Nein","","Nein","Nein","Nein","Nein","Nein","","Nein","Nein","Nein","Nein","Nein","Nein","","","","","","","","","","","","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","","Nein","Nein","Nein","Nein","Nein","Nein","","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","","586.36","61.98","","","","","","","","242.9","","","","","","","","","187.74","","","","","","","","","","14.28","","","","","","","","","7.71","","","","","","","","","51.27","","","","","","","","","","","","9.87","","","","","","10.61","","","","",""
"76","2015-07-27 14:01:35","8","de","2015-07-27 13:44:47","2015-07-27 14:01:35","Ja","Ja","Ja","Ja","Ja","Intuition als Beginn der Forschung ","Google","","","","","","","","","","","","","","","","","","","","","","","","","","","","MS Word ","","","","positiv","eher positiv","positiv","positiv","positiv","","","","","","","","","","","","","","","","","","","","F5 ","Eingabe der Seitenzahlen ","","Ja","Ja","Nein","Ja","","Google ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MS Word ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Publiziere ich vorwiegend","Publiziere ich vorwiegend","","","Nein","Ja","","Nein","Ja","Nein","Ja","Rezeption durch Kollegen ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nein","Ja","Ja","Ja","Nein","Nein","","Ja","Ja","Nein","Nein","","Nein","Nein","Nein","Nein","Nein","","Nein","Ja","Ja","Nein","Nein","Nein","","PC","","PC","","PC","","PC","","PC","","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","Zwischen 20 und 30 Jahre","Nein","Nein","Nein","Nein","Ja","Nein","","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","Romanistentag","1007.86","570.51","","","","","","","","164.24","","","","","","","","","54.72","","","","","","","","","","27.74","","","","","","","","","11.18","","","","","","","","","112.67","","","","","","","","","","","","42.4","","","","","","24.4","","","","",""
"77","2015-07-27 14:01:14","8","de","2015-07-27 13:47:51","2015-07-27 14:01:14","Ja","Ja","Ja","Ja","Ja","Zeitmanagement ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Word","","","","positiv","positiv","positiv","positiv","positiv","positiv","","","","","","","","","","","","","","","","","","","","","","Ja","Ja","Ja","Nein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Word","","","","positiv","positiv","positiv","positiv","positiv","positiv","","","","","","","","","","","","","","","","","","","","","","Word","","","","positiv","positiv","positiv","positiv","positiv","positiv","","","","","","","","","","","","","","","","","","","","","","","Würde ich gern noch mehr publizieren","","","Nein","Ja","Vom Lehrstuhl","Nein","Nein","Ja","Ja","Literaturverzeichnis anderer Publikation ","Word","","","","positiv","positiv","positiv","positiv","positiv","positiv","","","","","","","","","","","","","","","","","","","","","","Nein","Nein","Ja","Ja","Ja","Nein","Publikation ","Ja","Nein","Nein","Ja","","Nein","Nein","Nein","Nein","Nein","Internetforen","Nein","Ja","Nein","Nein","Nein","Nein","","Laptop","","Laptop","","Laptop","","Laptop","","Laptop","","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","Unter 5 Jahre","Nein","Nein","Nein","Ja","Nein","Nein","","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Romanistentag","802.01","136.84","","","","","","","","119.04","","","","","","","","","77.52","","","","","","","","","","42.71","","","","","","","","","19.55","","","","","","","","","179.02","","","","","","","","","","","","179.46","","","","","","47.87","","","","",""
