"Antwort ID.. ","Datum Abgeschic.. ","Letzte Seite.. ","Start-Sprache.. ","Halten Sie die .. [SQ001]","Halten Sie die .. [SQ002]","Halten Sie die .. [SQ003]","Halten Sie die .. [SQ004]","Halten Sie die .. [SQ005]","Fehlt Ihrer Mei.. ","Welche Software.. [SQ001]","Welche Software.. [SQ002]","Welche Software.. [SQ003]","Welche Software.. [SQ004]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Welche Software.. [SQ001]","Welche Software.. [SQ002]","Welche Software.. [SQ003]","Welche Software.. [SQ004]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Welche Funktion.. ","Welche Funktion.. ","Welche fehlende.. ","Wo recherchiere.. [SQ001]","Wo recherchiere.. [SQ002]","Wo recherchiere.. [SQ003]","Wo recherchiere.. [SQ004]","Wo recherchiere.. [other]","Welche Software.. [SQ001]","Welche Software.. [SQ002]","Welche Software.. [SQ003]","Welche Software.. [SQ004]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Welche Funktion.. ","Welche Funktion.. ","Welche fehlende.. ","Welche Software.. [SQ001]","Welche Software.. [SQ002]","Welche Software.. [SQ003]","Welche Software.. [SQ004]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Welche Funktion.. ","Welche Funktion.. ","Welche fehlende.. ","Welche Software.. [SQ001]","Welche Software.. [SQ002]","Welche Software.. [SQ003]","Welche Software.. [SQ004]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Welche Funktion.. ","Welche Funktion.. ","Welche fehlende.. ","In welcher Form.. [SQ001]","In welcher Form.. [SQ002]","In welcher Form.. [SQ003]","In welcher Form.. [SQ004]","Wie publizieren.. [SQ001]","Wie publizieren.. [SQ002]","Wie publizieren.. [other]","Über welche Ka.. [SQ003]","Über welche Ka.. [SQ004]","Über welche Ka.. [SQ005]","Über welche Ka.. [SQ006]","Über welche Ka.. [other]","Welche Software.. [SQ001]","Welche Software.. [SQ002]","Welche Software.. [SQ003]","Welche Software.. [SQ004]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Welche Funktion.. ","Welche Funktion.. ","Welche fehlende.. ","Mit wem besprec.. [1]","Mit wem besprec.. [2]","Mit wem besprec.. [3]","Mit wem besprec.. [4]","Mit wem besprec.. [5]","Mit wem besprec.. [6]","Mit wem besprec.. [other]","Wie stellen Sie.. [SQ001]","Wie stellen Sie.. [SQ002]","Wie stellen Sie.. [SQ003]","Wie stellen Sie.. [SQ004]","Wie stellen Sie.. [other]","Welche Form der.. [SQ001]","Welche Form der.. [SQ002]","Welche Form der.. [SQ003]","Welche Form der.. [SQ004]","Welche Form der.. [SQ005]","Welche Form der.. [other]","Wo legen Sie (Z.. [1]","Wo legen Sie (Z.. [2]","Wo legen Sie (Z.. [3]","Wo legen Sie (Z.. [4]","Wo legen Sie (Z.. [5]","Wo legen Sie (Z.. [6]","Wo legen Sie (Z.. [other]","Welche Geräte .. [SQ001]","Welche Geräte .. [SQ001]","Welche Geräte .. [SQ002]","Welche Geräte .. [SQ002]","Welche Geräte .. [SQ003]","Welche Geräte .. [SQ003]","Welche Geräte .. [SQ004]","Welche Geräte .. [SQ004]","Welche Geräte .. [SQ005]","Welche Geräte .. [SQ005]","In welcher Disz.. [SQ001]","In welcher Disz.. [SQ002]","In welcher Disz.. [SQ003]","In welcher Disz.. [SQ004]","In welcher Disz.. [SQ005]","In welcher Disz.. [SQ006]","In welcher Disz.. [SQ007]","In welcher Disz.. [SQ008]","In welcher Disz.. [SQ009]","In welcher Disz.. [SQ010]","In welcher Disz.. [SQ011]","In welcher Disz.. [SQ012]","In welcher Disz.. [SQ013]","In welcher Disz.. [SQ014]","In welcher Disz.. [SQ015]","In welcher Disz.. [other]","Wie lange sind .. ","Ich bin derzeit.. [SQ001]","Ich bin derzeit.. [SQ002]","Ich bin derzeit.. [SQ003]","Ich bin derzeit.. [SQ004]","Ich bin derzeit.. [SQ005]","Ich bin derzeit.. [SQ007]","Ich bin derzeit.. [other]","Wo arbeiten Sie.. [SQ001]","Wo arbeiten Sie.. [SQ002]","Wo arbeiten Sie.. [SQ003]","Wo arbeiten Sie.. [SQ004]","Wo arbeiten Sie.. [SQ005]","Wo arbeiten Sie.. [SQ006]","Wo arbeiten Sie.. [SQ007]","Wo arbeiten Sie.. [other]","Wie sind Sie au.. "
"85","1980-01-01 00:00:00","8","de","Unsicher","Ja","Nein","Nein","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Word","","","","eher negativ","eher negativ","positiv","positiv","positiv","positiv","","","","","","","","","","","","","","","","","","","","","","Ja","Ja","Nein","Nein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Publiziere ich vorwiegend","Würde ich gern noch mehr publizieren","Würde ich gern noch mehr publizieren","Nein","Ja","","Ja","Nein","Nein","Nein","","MS Word","","","","eher positiv","eher positiv","eher positiv","positiv","positiv","positiv","","","","","","","","","","","","","","","","","","","","","","Nein","Ja","Nein","Nein","Nein","Nein","","Ja","Ja","Nein","Nein","","Nein","Nein","Ja","Ja","Nein","","Nein","Ja","Nein","Nein","Ja","Nein","","","","","","","","","","","","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Unter 5 Jahre","Nein","Nein","Nein","Ja","Nein","Nein","","Nein","Nein","Ja","Nein","Nein","Nein","Nein","zu Hause","H-Soz-u-Kult"
"86","1980-01-01 00:00:00","8","de","Ja","Ja","Ja","Ja","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Word","Citavi","Win Editor","Chrome","eher positiv","eher positiv","eher negativ","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher negativ","eher positiv","eher positiv","eher positiv","positiv","positiv","positiv","positiv","positiv","positiv","positiv","eher positiv","positiv","eher positiv","eher negativ","eher positiv","","","","Ja","Ja","Nein","Nein","","vPn","Chrome","Citavi","","positiv","positiv","positiv","positiv","eher positiv","positiv","","","","","","","","","","","","","","","","","","","","","","Word","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Publiziere ich vorwiegend","Publiziere ich vorwiegend","Publiziere ich vorwiegend","","Nein","Nein","Online","Nein","Nein","Ja","Nein","Online zeitschriften","Word","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nein","Ja","Ja","Ja","Ja","Nein","","Ja","Nein","Nein","Nein","","Nein","Nein","Nein","Ja","Nein","","Nein","Ja","Nein","Nein","Ja","Nein","","Laptop","","Laptop","","Laptop","","Laptop","","Laptop","","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Unter 5 Jahre","Nein","Nein","Nein","Ja","Nein","Nein","","Nein","Nein","Nein","Nein","Nein","Nein","Ja","","Historikertag"
"87","1980-01-01 00:00:00","8","de","Ja","Ja","Ja","Unsicher","Unsicher","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Word","Excel","","","eher positiv","eher negativ","positiv","positiv","eher positiv","eher negativ","eher positiv","eher positiv","eher positiv","eher negativ","eher negativ","eher negativ","","","","","","","","","","","","","","TabellArischer ueberblick","","Ja","Ja","Nein","Nein","","Excel","","","","eher positiv","eher positiv","eher positiv","eher negativ","eher negativ","eher negativ","","","","","","","","","","","","","","","","","","","Uebersicht","","","Word","","","","eher positiv","eher negativ","eher positiv","eher positiv","eher negativ","eher negativ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Publiziere ich vorwiegend","Würde ich gern noch mehr publizieren","","Nein","Ja","","Ja","Ja","Ja","Nein","","Word","","","","eher negativ","eher negativ","eher positiv","eher positiv","eher negativ","eher negativ","","","","","","","","","","","","","","","","","","","","","","Nein","Ja","Nein","Ja","Ja","Ja","","Ja","Nein","Nein","Nein","","Nein","Nein","Nein","Nein","Nein","","Nein","Ja","Nein","Nein","Nein","Nein","","Laptop","","Laptop","","Laptop","","Laptop","","Laptop","","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Zwischen 5 und 10 Jahre","Nein","Ja","Nein","Nein","Nein","Nein","","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","Historikertag"
"88","1980-01-01 00:00:00","8","de","Ja","Ja","Ja","Ja","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","wikipedia","","","","positiv","eher positiv","positiv","eher positiv","positiv","positiv","","","","","","","","","","","","","","","","","","","","","","Ja","Ja","Ja","Ja","","word","","","","positiv","positiv","positiv","eher negativ","positiv","positiv","","","","","","","","","","","","","","","","","","","","","","word","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Publiziere ich vorwiegend","Publiziere ich vorwiegend","","","Nein","Ja","","Nein","Nein","Ja","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nein","Ja","Ja","Ja","Nein","Nein","","Ja","Nein","Nein","Ja","","Nein","Nein","Nein","Nein","Nein","","Nein","Ja","Nein","Nein","Nein","Nein","","Laptop","","Laptop","","Laptop","","Laptop","","Laptop","","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Ja","","Mehr als 40 Jahre","Nein","Nein","Nein","Nein","Nein","Ja","","Nein","Nein","Nein","Nein","Nein","Nein","Ja","","Historikertag"
"89","1980-01-01 00:00:00","8","de","Ja","Ja","Ja","Ja","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","word","excel","","","eher negativ","eher positiv","positiv","positiv","eher positiv","eher negativ","eher negativ","positiv","positiv","weiß nicht / trifft nicht zu","positiv","negativ","","","","","","","","","","","","","","","","Ja","Ja","Ja","Nein","","firefox browser","","","","positiv","positiv","positiv","positiv","eher negativ","eher negativ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ja","Nein","","Ja","Nein","Nein","Nein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nein","Ja","Nein","Ja","Nein","Nein","","Nein","Nein","Nein","Ja","","Nein","Nein","Nein","Ja","Nein","","Nein","Nein","Ja","Nein","Nein","Nein","","PC","Tablet","PC","Tablet","PC","","PC","","PC","","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Unter 5 Jahre","Nein","Nein","Nein","Nein","Nein","Ja","","Nein","Nein","Nein","Nein","Nein","Nein","Ja","","Historikertag"
"90","1980-01-01 00:00:00","8","de","Nein","Nein","Ja","Nein","Nein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","Maxqda","","","eher positiv","eher negativ","eher negativ","eher positiv","negativ","negativ","eher positiv","eher positiv","eher negativ","eher negativ","eher positiv","negativ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nein","Nein","Ja","Nein","Ja","Nein","","Ja","Ja","Nein","Ja","","Ja","Nein","Nein","Ja","Ja","","Nein","Nein","Ja","Nein","Nein","Nein","Festplatte","","","","","","","","","","","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Gedenkstätte","Zwischen 10 und 20 Jahre","Nein","Nein","Nein","Nein","Nein","Ja","","Nein","Nein","Nein","Ja","Nein","Nein","Nein","","Historikertag"
"91","1980-01-01 00:00:00","8","de","Ja","Ja","Ja","Ja","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","word","","","","eher positiv","eher positiv","eher negativ","positiv","eher positiv","eher positiv","","","","","","","","","","","","","","","","","","","","","","Ja","Ja","Ja","Nein","","endnote","","","","eher positiv","positiv","eher negativ","eher positiv","positiv","eher positiv","","","","","","","","","","","","","","","","","","","","","","word","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","word","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Publiziere ich vorwiegend","Publiziere ich vorwiegend","","","Nein","Ja","","Nein","Ja","Nein","Ja","","word","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nein","Ja","Ja","Ja","Ja","Nein","","Ja","Nein","Nein","Ja","","Nein","Nein","Nein","Ja","Ja","","Nein","Ja","Ja","Nein","Nein","Nein","","Laptop","","Laptop","","Laptop","","Laptop","","Laptop","","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Zwischen 5 und 10 Jahre","Nein","Nein","Ja","Nein","Nein","Nein","","Nein","Ja","Nein","Nein","Nein","Nein","Nein","","Historikertag"
"92","1980-01-01 00:00:00","8","de","Ja","Ja","Ja","Ja","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Word","Lidos","","","positiv","positiv","positiv","positiv","eher positiv","weiß nicht / trifft nicht zu","eher positiv","positiv","eher negativ","eher negativ","eher positiv","weiß nicht / trifft nicht zu","","","","","","","","","","","","","","","","Ja","Ja","Ja","Nein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lidos","","","","positiv","positiv","eher negativ","eher negativ","positiv","positiv","","","","","","","","","","","","","","","","","","","","","","Würde ich gern noch mehr publizieren","Würde ich gern noch mehr publizieren","","","Nein","Ja","","Ja","Nein","Ja","Ja","Verlag","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nein","Ja","Ja","Ja","Nein","Nein","","Ja","Ja","Ja","Ja","","Nein","Ja","Ja","Ja","Ja","","Nein","Ja","Nein","Nein","Ja","Nein","","Laptop","","Laptop","","Laptop","","Laptop","","Laptop","","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Unter 5 Jahre","Nein","Ja","Nein","Nein","Nein","Nein","","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","Historikertag"
"93","1980-01-01 00:00:00","8","de","Ja","Ja","Ja","Unsicher","Unsicher","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ms word","","","","eher negativ","eher positiv","positiv","positiv","positiv","positiv","","","","","","","","","","","","","","","","","","","","","Bessere ūbersicht","Ja","Nein","Nein","Nein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nein","Nein","","Nein","Nein","Nein","Nein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nein","Nein","Nein","Ja","Nein","Nein","","Ja","Nein","Nein","Nein","","Nein","Nein","Nein","Nein","Ja","","Ja","Nein","Nein","Nein","Nein","Nein","","","","","PC","","PC","","PC","","","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","","Unter 5 Jahre","Ja","Nein","Nein","Nein","Nein","Nein","","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","Historikertag"
"94","1980-01-01 00:00:00","8","de","Ja","Ja","Ja","Ja","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MS Word","Citavi","","","positiv","eher positiv","positiv","eher positiv","positiv","positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","","","","","","","","","","","","","","","","Ja","Ja","Ja","Ja","","Ms Word","Citavi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ms Word","Citavi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ms Word","Citavi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Publiziere ich vorwiegend","Würde ich gern noch mehr publizieren","Würde ich gern noch mehr publizieren","","Ja","Nein","","Nein","Nein","Ja","Nein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nein","Nein","Ja","Ja","Nein","Nein","","Ja","Nein","Nein","Nein","","Nein","Nein","Ja","Nein","Nein","","Nein","Ja","Nein","Nein","Nein","Nein","","Laptop","Laptop","Laptop","Laptop","Laptop","Laptop","Laptop","Laptop","Laptop","Laptop","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Ja","","Unter 5 Jahre","Ja","Nein","Nein","Nein","Nein","Nein","","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","Historikertag"
"95","1980-01-01 00:00:00","8","de","Ja","Ja","Ja","Ja","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MS Word","","","","eher positiv","eher positiv","positiv","positiv","eher positiv","eher positiv","","","","","","","","","","","","","","","","","","","","Autokorrekturen","","Ja","Ja","Nein","Ja","","MS Word","Excel","","","eher positiv","eher positiv","positiv","positiv","eher positiv","eher positiv","eher positiv","eher positiv","positiv","eher positiv","eher positiv","eher positiv","","","","","","","","","","","","","","","","MS Word","Excel","","","eher positiv","eher positiv","positiv","positiv","eher positiv","eher positiv","eher positiv","eher positiv","positiv","eher positiv","eher positiv","eher positiv","","","","","","","","","","","","","","","","MS Word","Excel","","","eher positiv","eher positiv","positiv","positiv","eher positiv","eher positiv","eher positiv","eher positiv","positiv","positiv","eher positiv","eher positiv","","","","","","","","","","","","","","","","Publiziere ich vorwiegend","Publiziere ich vorwiegend","","","Nein","Ja","","Nein","Nein","Nein","Ja","Buchhandel","MS Word","","","","eher positiv","eher positiv","positiv","positiv","eher positiv","eher positiv","","","","","","","","","","","","","","","","","","","","","","Nein","Ja","Nein","Ja","Nein","Nein","Konferenzen","Ja","Nein","Nein","Ja","Ausdrucke","Ja","Nein","Nein","Nein","Nein","","Ja","Ja","Nein","Nein","Nein","Nein","","PC","","Laptop","","PC","","PC","","PC","","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Numismatik","Mehr als 40 Jahre","Nein","Ja","Nein","Nein","Nein","Nein","","Nein","Ja","Nein","Nein","Nein","Nein","Ja","","H-Soz-u-Kult"
"97","1980-01-01 00:00:00","8","de","Ja","Ja","Ja","Ja","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Open/Libre Office","Jabref","","","eher positiv","eher positiv","positiv","eher negativ","eher positiv","eher positiv","eher positiv","eher positiv","positiv","eher negativ","eher positiv","eher negativ","","","","","","","","","","","","","Kompatbibilität / Format-Standardisierung
","","","Ja","Ja","Ja","Nein","","Opera","Tellico","","","eher positiv","eher positiv","positiv","eher negativ","positiv","eher positiv","positiv","positiv","positiv","eher negativ","positiv","positiv","","","","","","","","","","","","","Tellico: Skalierbarkeit, Konfigurierbarkeit, Recherchepotenzial","Opera: Kompatibilität mit manchen Recherche-Websites","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Jabref","Tellico","","","eher positiv","eher positiv","positiv","eher negativ","eher positiv","eher positiv","positiv","positiv","positiv","eher negativ","positiv","positiv","","","","","","","","","","","","","Tellico: Analysemöglichkeiten / Suche / Filter / Gruppierung","","","Publiziere ich vorwiegend","Würde ich gern noch mehr publizieren","","","Nein","Ja","unabh. online-journal","Nein","Ja","Ja","Ja","Instituts-/Verbandswebsites","Open/Libre Office","Kile","","","positiv","eher positiv","positiv","","positiv","positiv","positiv","positiv","positiv","","positiv","eher positiv","","","","","","","","","","","","","Kile: professioneller Output, Anbindung an Bibtex-Literaturdatenbank (Jabref)
Open/Libre Office: Formatierbarkeit, WYSIWYG
","Kile: Unübersichtlichkeit des Texts
Open/Libre Office: mangelnde Bibtex-Anbindung","Open/Libre Office: Bibtex-Anbindung","Nein","Ja","Nein","Ja","Nein","Nein","Kolloquia, Konferenzen","Ja","Nein","Nein","Nein","Eintrag in Datenbank(en)","Nein","Nein","Ja","Ja","Ja","","Nein","Ja","Nein","Nein","Nein","Nein","Mobiler Arbeitsrechner, Backups","PC","","Laptop","","PC","","PC","","PC","","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Zwischen 5 und 10 Jahre","Nein","Nein","Ja","Nein","Nein","Nein","","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","H-Soz-u-Kult"
"98","1980-01-01 00:00:00","8","de","Ja","Ja","Ja","Ja","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ms Word","","","","eher positiv","positiv","eher positiv","positiv","eher negativ","eher negativ","","","","","","","","","","","","","","","","","","","Stylesheets ab ms2010","N/a","","Ja","Ja","Nein","Nein","","Ms word","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ms word","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ms word","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Publiziere ich vorwiegend","Würde ich gern noch mehr publizieren","","","Nein","Ja","","Ja","Ja","Ja","Ja","","Ms word","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nein","Ja","Nein","Ja","Ja","Nein","","Ja","Ja","Ja","Ja","","Nein","Nein","Nein","Ja","Nein","","Nein","Ja","Nein","Nein","Ja","Nein","","PC","Tablet","PC","Tablet","PC","Tablet","PC","Tablet","PC","Tablet","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Unter 5 Jahre","Nein","Nein","Nein","Ja","Nein","Nein","","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","Historikertag"
